imdb_id,Domestic
tt0091778,40996665.0
tt0095889,14114488.0
tt0070047,232906145.0
tt0076009,30749142.0
tt0093409,65207127.0
tt0097733,147253986.0
tt0104714,144731527.0
tt0087363,153378102.0
tt0099700,41482207.0
tt0089218,63192596.0
tt0120746,94095523.0
tt0017136,1236166.0
tt0096874,119000002.0
tt0099088,88277583.0
tt0069113,84563118.0
tt0034492,102247150.0
tt0047478,318649.0
tt0094947,34670720.0
tt0087182,30925690.0
tt0095497,8373585.0
tt0099674,66761392.0
tt0102757,1277404.0
tt0119558,1071255.0
tt0134619,17514980.0
tt0120741,19889299.0
tt0120815,217049603.0
tt0088814,21288692.0
tt0078869,35841901.0
tt0097053,8153677.0
tt0091059,18564613.0
tt0091149,38625550.0
tt0107120,44342713.0
tt0104437,58662452.0
tt0097523,130724172.0
tt0120768,44547681.0
tt0120783,66308518.0
tt0098213,6706368.0
tt0089853,10631333.0
tt0059113,111721910.0
tt0083922,6783304.0
tt0086423,8443124.0
tt0096734,36601993.0
tt0090756,8551228.0
tt0061852,141843612.0
tt0048280,93602326.0
tt0097757,111543479.0
tt0104868,50752337.0
tt0104940,27381507.0
tt0104990,2819485.0
tt0055254,144880014.0
tt0046183,87404651.0
tt0081353,49823037.0
tt0100477,27931461.0
tt0076618,71215869.0
tt0089908,11137801.0
tt0102803,46704056.0
tt0053285,51600000.0
tt0086336,8400000.0
tt0088161,69821334.0
tt0084827,33000000.0
tt0120694,55041738.0
tt0079367,73691419.0
tt0083798,18196170.0
tt0099697,11582891.0
tt0086066,25697647.0
tt0087469,179870271.0
tt0077869,30471420.0
tt0085407,20766616.0
tt0091499,7433663.0
tt0085382,21156152.0
tt0087050,14568989.0
tt0096787,27100027.0
tt0101272,113502426.0
tt0120631,65705771.0
tt0120832,55591409.0
tt0128214,42953.0
tt0080388,12729675.0
tt0061184,28000000.0
tt0092513,34368475.0
tt0090305,23834048.0
tt0084649,14665733.0
tt0083791,41613957.0
tt0090633,47483002.0
tt0089469,15502112.0
tt0088128,23686027.0
tt0090848,1953732.0
tt0091223,19444631.0
tt0080801,30031783.0
tt0140796,10224116.0
tt0118661,23384939.0
tt0120703,37672941.0
tt0120831,5502773.0
tt0088323,20158808.0
tt0100240,17373527.0
tt0119517,4714658.0
tt0120611,70087718.0
tt0118301,15064946.0
tt0094721,74220408.0
tt0120577,16757163.0
tt0119346,206272.0
tt0096446,57269863.0
tt0094226,76270454.0
tt0120724,10319915.0
tt0128442,22912409.0
tt0123755,501818.0
tt0124879,18253415.0
tt0119934,777423.0
tt0085346,21667789.0
tt0092699,51249404.0
tt0096463,63779477.0
tt0095593,21486757.0
tt0098258,20781385.0
tt0090583,38702310.0
tt0102558,8479793.0
tt0102469,18784957.0
tt0104257,141340178.0
tt0107211,106614059.0
tt0120812,141186864.0
tt0118736,146125.0
tt0122690,41616262.0
tt0146336,38072438.0
tt0100594,2075084.0
tt0084787,19629760.0
tt0105151,21706101.0
tt0081554,10389003.0
tt0099487,56362352.0
tt0120587,90757863.0
tt0120770,30331165.0
tt0120889,55382927.0
tt0124102,713239.0
tt0082517,31672907.0
tt0104952,52929168.0
tt0073440,9984123.0
tt0120701,12069719.0
tt0086837,40400657.0
tt0080678,26010864.0
tt0144120,32400658.0
tt0120791,46732881.0
tt0147612,2982011.0
tt0118636,8863193.0
tt0120157,14594226.0
tt0118799,57563264.0
tt0100740,16324573.0
tt0120877,20308772.0
tt0120586,6719864.0
tt0120722,12905901.0
tt0120684,6451628.0
tt0133952,40981289.0
tt0120484,161491646.0
tt0127536,30082699.0
tt0130018,40002112.0
tt0119643,44619100.0
tt0089941,7683620.0
tt0091954,2826523.0
tt0120660,111549836.0
tt0134067,100494675.0
tt0120623,162798565.0
tt0140888,5969553.0
tt0166396,24792251.0
tt0045826,10158.0
