id,keywordTot_AveRating,genreTot_RankedAveRating
52856,5.69616129032256,5.786269429830797
77350,5.991666666666666,5.82252568278624
9560,6.082612260252575,5.848865695380578
9804,6.0063051268072485,5.64043540493856
31611,4.6035055350553495,5.896972931017865
65796,5.6833464360587,5.359958333008102
49805,,5.896972931017865
26258,5.913996986884083,5.72394205822369
50797,6.1273529411764684,5.896972931017865
19155,6.551848310169362,5.972053107355549
76,6.754440181031091,5.848865695380578
11017,5.69616129032256,5.712745098039295
37141,5.953469457958582,5.759654273285719
9382,6.269820329295127,5.80485901452858
6715,6.800000000000001,5.823031595726549
18256,5.82226173541963,5.643131649333667
22625,6.176349749056752,5.815607217065463
2292,6.103190636523972,5.712745098039295
1909,6.086903880967799,5.803492162933484
8984,6.269143356643355,5.80472647878073
61813,5.8612732919254675,5.622335615553571
4954,5.87645409575204,5.634402141810231
62488,5.909529702970296,5.789648612714081
10531,6.23124975678796,5.781956603797851
11929,6.305034375455352,5.866846106202261
8467,6.1543230517976815,5.712745098039295
10451,6.180570294784579,5.803492162933484
20156,5.827212677231836,5.861767097919989
18395,5.725145152279218,5.753210824025741
522,6.28342110612518,5.927065634098869
397,6.080089844597143,5.756751778891293
10525,6.213818205370821,5.803492162933484
27985,6.011041666666667,5.731733500332554
15789,6.1346493192729,5.84614846359632
27303,5.923116438356164,5.759654273285719
21183,5.989210358632009,5.808419936263081
10954,6.106576234038498,6.034225902128657
47867,6.250000000000001,5.808419936263081
43475,,5.789182169873779
72031,,5.746877239051878
14275,6.144064218233484,5.82252568278624
1024,6.0538640157128345,5.838084774177005
17207,,5.730917679237264
13701,6.515039682539682,5.857700587043841
14819,5.807657657657657,5.786269429830798
32631,,5.606765951211424
11777,6.095185185185184,5.803492162933484
628,6.237730169668125,5.513707622842205
87729,6.233044774424306,5.848865695380578
18713,5.580388711641312,5.794874610403049
6280,5.773883275103085,5.75419793940594
9061,6.152045552530172,5.734266524565706
37108,5.917034534534536,5.656134864757265
6071,6.238805970149253,5.746877239051879
11,6.752988457396689,5.5436128782816425
9587,6.369297996828007,5.848865695380578
19101,6.396478652780299,5.808419936263081
49980,6.133618855410221,5.896972931017865
17961,,5.886988526892335
18183,6.227169222803948,5.848865695380578
4476,6.064585962735603,5.858634799365558
11008,6.394285714285715,5.717169960494124
47504,6.2364444444444445,5.74408460894357
32325,6.234045868153573,5.886988526892335
43742,5.874701754385965,5.848865695380578
28313,6.170338665417818,5.896972931017865
11318,6.244894169385729,5.927065634098869
3036,5.781819394424438,5.5685890004175205
40490,,5.684343881781268
24070,5.537261171137484,5.803492162933484
8986,6.145224058477673,5.756751778891293
10510,5.986209936592556,5.808419936263081
17402,,5.756751778891293
38722,6.107596516945166,5.80485901452858
8438,6.481449311547783,5.886988526892335
11593,6.381851851851851,5.80485901452858
1945,6.050636001804833,5.759654273285719
39310,6.431302700922266,5.886988526892335
109560,,5.746877239051878
56428,5.843949476314802,5.226656785941119
63105,5.524500628276786,5.521166575796884
131957,,5.848865695380578
241,6.14712315809231,5.798770889779415
9058,6.361650893574271,5.803492162933484
527,6.4989808142281555,5.896972931017865
18220,5.798270732299481,5.7733556687715755
6950,6.222271285322756,5.615118164602129
101,6.512086109097115,5.798770889779415
63020,5.7084888195167025,5.803492162933484
2307,6.467458434488341,5.803492162933484
680,6.591629290059526,5.749669869160188
41478,3.7000000000000006,5.896972931017865
25296,,5.80485901452858
40156,6.225715411284468,5.848865695380578
11450,6.326197367447366,6.034225902128657
30304,6.572169489981147,6.034225902128657
10452,6.198467230443975,6.034225902128657
12106,6.230643469474053,5.359958333008102
161495,6.350375548069132,5.80485901452858
3586,5.994538199824188,5.80485901452858
110,6.2983386901350515,5.841430885194423
108,6.405483698296837,5.866301522070114
109,6.3003742690058475,5.812093097959758
159185,,5.896972931017865
36357,,5.565950228048344
92769,5.733562091503268,5.561814858479492
28033,,5.80485901452858
22586,5.948076923076923,6.2784739767559365
14334,6.4486689814814815,5.808419936263081
2636,6.20134489693313,5.606765951211424
2164,6.035838048973533,5.5436128782816425
11395,6.017484289417058,5.7845012267071345
278,6.419914162156282,5.886988526892335
9905,6.452037612595819,5.749669869160188
87078,5.978907115654244,5.759654273285719
12527,6.339298246329369,5.80485901452858
20306,5.7851716961498445,5.794874610403049
36614,6.038239368134697,5.803492162933484
27993,,5.712745098039295
31439,6.409244008883798,5.914954891484796
9067,5.842300067101853,5.6082764568031305
9059,6.110181572052768,5.520579166511328
193,6.195723635281868,5.5632935625996245
25066,6.0908320737652275,5.575332174753831
46797,,5.848865695380578
12122,5.902766877378018,5.399653408820832
11381,,5.712745098039295
32636,5.942585848074922,5.848865695380578
36141,6.122593463934006,5.749669869160188
95963,6.141346153846154,5.972053107355549
1587,6.277571029751598,5.848865695380578
9271,5.915864377359228,5.610125962539364
2064,6.252992295861726,5.803492162933484
19855,6.222970949386043,5.896972931017865
60855,5.927224874272361,5.756751778891293
236,6.515525839426933,5.803492162933484
48287,5.79666635551524,5.786269429830797
3049,6.068869047619048,5.769653181430704
2759,6.304378193240377,5.80485901452858
12635,6.15040404040404,5.886171650694115
10497,6.204467391270244,5.773355668771576
11382,6.264107142857142,5.642092333487381
9331,6.194524964470475,5.703501611146904
10731,6.237202589355714,5.8057184835400895
10464,6.214981630645528,5.789891687308921
34152,6.205811796860771,5.80485901452858
9495,6.228750279454505,5.664242839919663
29973,5.953303865594371,5.896972931017865
888,6.005258892038754,5.747010658603557
13,6.537875126859562,5.803492162933484
712,6.288787943549197,5.803492162933484
16295,6.111384353741498,5.858245171175987
48992,6.022860296665004,5.803492162933484
10879,5.948467493344543,5.701566614883954
10660,6.108095238095238,5.803492162933484
10714,6.008606812320951,5.778579238153647
41647,6.520463609632816,5.792768021161557
8587,6.4535567682357495,5.974845722736345
1689,5.939719974049666,6.034225902128657
11596,6.064460347108369,5.613687570913237
854,6.459407854050711,5.792426074471384
9359,6.070936317829981,5.603861843616241
23333,6.168512064978725,5.896972931017865
36593,5.940876420975431,5.794874610403049
12280,6.067215678067137,5.80485901452858
2788,6.40745378333584,5.896972931017865
10427,6.104281838964852,5.798770889779413
11011,6.141569484936832,5.730917679237264
49803,5.869307988267877,5.896972931017865
8987,6.24691216267768,5.695052637049374
1637,6.260465797981053,5.719291644214642
15128,5.95115297059483,5.756751778891293
8831,5.83946464342165,5.610125962539364
36955,6.132558685584016,5.606765951211424
10449,6.338750960524068,5.848865695380578
10395,6.309040934078413,5.779196617336145
12160,5.972319423552837,5.538963199011356
40480,6.187580791804696,5.7228236212332355
52038,6.421809531737105,5.80485901452858
29444,6.145636380481794,5.80485901452858
26352,6.034201058201057,5.726981835891792
39953,,5.896972931017865
41580,,5.896972931017865
315,5.567691996037353,5.73410020481804
22067,5.931356549375884,5.858245171175987
18242,6.284313725490195,5.814220900861871
11667,5.910854023640415,5.634402141810231
32502,5.9404947027784285,5.651970692454285
267188,,
28732,5.9249332920629945,5.735436695843072
75555,5.562768721999455,5.424496200747345
42981,7.443181818181818,5.82252568278624
278939,6.969026724520704,5.816102509133952
291731,5.60723747924737,5.759654273285719
226229,,5.606765951211424
203119,5.937135365453951,5.712745098039295
172923,,
316098,6.266666666666667,5.82252568278624
8011,6.291835688410563,5.573453576391075
171857,,
2654,6.027847280279605,5.5585178887722675
18069,5.758282719955829,5.848865695380578
19092,5.834636871508383,5.886988526892335
2758,6.028221518156233,5.747010658603557
38129,6.172206303724925,5.712745098039295
10436,6.305114321295304,5.848865695380578
13595,6.458349146110058,5.821706530392155
46094,5.834636871508383,5.730917679237264
9409,5.847927983539096,5.651970692454285
11853,5.326701958187872,5.603861843616241
16771,5.908210385203102,5.803492162933484
46924,6.212554112554112,5.796304882131101
11041,5.881935244910241,5.712745098039295
306,5.957920413465635,5.726981835891792
14522,6.178264170680673,5.731733500332554
26203,6.110018382352942,5.805718483540088
178,6.17656382279629,5.703501611146904
19819,6.095866611490449,5.896972931017865
57834,5.993754626125984,5.848865695380578
4722,5.942952756171338,5.399653408820832
18215,5.9007995439395975,5.848865695380578
1607,6.3484264410681535,5.886988526892335
26391,,5.712745098039295
117553,5.62688851343366,5.80485901452858
6075,6.113104477506001,5.746877239051879
11310,6.060345878198205,5.582408673768341
18658,,5.720547326138327
9350,6.2253092630266655,5.634402141810231
9612,5.559802177471003,5.603934394480778
2124,5.9245297769611005,5.78665706778421
26261,5.154166666666667,5.684343881781268
19176,5.312244897959185,5.477553921351833
49299,6.029468979752844,5.896972931017865
11566,6.237797445797446,5.712745098039295
9571,6.1705891589133675,5.80485901452858
9739,6.143419670577748,5.606056078201295
24257,,5.82252568278624
34444,5.503877912395153,5.6347992169868455
26141,5.873497171145686,5.712745098039295
10997,6.359648243917981,5.896972931017865
50463,,5.803492162933484
10443,6.182030879984843,5.896972931017865
20239,5.877379607124439,5.712745098039295
16297,6.118481481481481,5.80485901452858
18551,5.944282538438479,5.841430885194423
25440,,5.745082159539029
9024,6.201346315743615,5.756751778891293
37233,6.320059523809525,5.781956603797849
1634,6.237216993247363,5.719382391721538
13815,6.3533109221640025,5.798770889779413
5503,6.183488730297273,5.721354362603922
35588,5.993801481837347,5.6970921175683795
2087,5.667142857142857,5.703501611146904
41579,,5.779613160413777
18620,5.975176133358433,5.848865695380578
41006,5.855999999999999,5.80485901452858
4916,,5.759654273285719
2019,6.047009993849314,5.695052637049374
31642,6.419635936704213,5.926695343704955
9255,6.1214310721576375,5.783691556200601
26271,5.701395260218962,5.712745098039295
10612,6.246474491134684,5.803492162933484
2259,6.324454191033138,5.848865695380578
16097,,5.712745098039295
11934,6.213159440596734,5.80485901452858
106143,5.888763141620285,5.80485901452858
12475,6.305142268146186,5.712745098039295
9386,6.142415764613855,5.762814044205926
7984,6.20033261912901,5.896972931017865
59930,,5.803492162933484
15765,6.938888888888889,5.886171650694115
31643,,5.712745098039295
6,6.191407812692924,5.696845341729883
329,6.1884653702541215,5.519821173987825
10909,6.1058482767724085,5.749669869160188
507,6.136098857662651,5.746877239051879
34024,6.406481481481482,5.896972931017865
29918,4.8375,5.731733500332554
9593,6.053726088288077,5.704380557137559
42580,,5.730917679237264
22317,5.811764705882354,5.477553921351833
1413,6.069407558733401,5.848865695380578
12121,6.160022461814914,5.712745098039295
2246,6.092072267263069,5.886988526892335
10502,6.351348890027786,5.896972931017865
10440,6.241132338497869,5.769653181430704
9516,6.06002004327847,5.788391113551316
2320,6.042703793815869,5.700044839112139
5879,6.1334241310122355,5.848865695380578
83718,6.247481060606061,5.7582030260885055
11971,6.401930633943775,5.803492162933484
2625,6.09394863610322,5.848865695380578
31911,5.357943164587918,5.756751778891293
788,6.087579923209622,5.786269429830797
21450,7.5,5.80485901452858
11231,5.979701476867081,5.689674523007844
41588,5.93250399220368,5.80485901452858
10447,5.975187408139844,5.615118164602129
31586,6.308171419687278,5.697594546359268
9300,6.10157595080981,5.825642669365767
9559,6.117762911639207,5.798770889779413
9800,6.537382733565693,5.896972931017865
713,6.378343108625153,5.848865695380578
8291,6.50064636768143,5.848865695380578
18133,5.859742678178435,5.896972931017865
25557,,5.399653408820832
22588,6.458845846030719,5.831568707793289
10872,6.120758665374619,5.712745098039295
1245,6.39109426920695,5.848865695380578
11858,6.056411630497182,5.8799391908662635
7007,6.135433479199308,5.703501611146904
10467,5.958020097924406,5.756751778891293
5550,5.987881789357885,5.62603567463306
8005,5.999658233128651,5.712745098039295
2088,5.912473384339928,5.746877239051879
10412,6.33650848825178,5.703501611146904
47889,5.7851716961498445,5.848865695380578
14534,6.0412739056529245,5.896972931017865
56583,5.987745829771915,5.896972931017865
41878,,5.896972931017865
424,6.6127710653688165,6.038528362650182
35233,6.022639505307926,5.80485901452858
14291,6.251828547796289,5.896972931017865
103413,6.3590742393828705,5.896972931017865
11236,6.312052619205262,5.808419936263081
11592,6.134521639812097,5.609685405575196
8850,5.809261973328328,5.606474173546928
10445,6.159832287386052,5.848865695380578
695,6.218805372012943,5.80485901452858
43535,,5.823031595726549
12519,6.1367404883931425,5.80485901452858
23210,6.112275648799416,5.812093097959758
858,6.430196552694582,5.803492162933484
867,5.928033398840601,5.759654273285719
78,6.568298522126818,5.623092123846415
13203,5.781618755477651,5.803492162933484
10442,5.90057914031189,5.796835893516463
11074,5.922108715670359,5.729274322502941
33367,,5.956403421333536
9607,5.737875844472701,5.732676624704629
17585,5.672727272727273,5.695052637049374
9057,5.699181818181818,5.606765951211424
20967,,5.886171650694115
10635,6.30959706959707,5.789891687308921
9479,5.984225028304604,5.935586951509104
10057,6.212029758562604,5.664538635972138
11969,6.45968660968661,5.695608598656272
41590,5.932097902097903,5.703501611146904
319,6.261534886403843,5.7228236212332355
26408,6.4841666549928005,5.997002278012844
15139,6.4065998329156235,5.78918216987378
161158,5.270833849329205,5.80485901452858
218473,5.69616129032256,
85247,5.414489137477051,5.773355668771576
11446,6.293635381453688,5.80485901452858
51980,6.875,5.848865695380578
24405,5.912773736124107,5.756751778891293
11655,6.091574905824399,5.581988444170851
11800,6.202013108614231,5.756751778891293
8223,6.292996770201576,5.80485901452858
14587,5.801858470238276,5.80485901452858
31504,5.899736018171775,5.730917679237264
41653,6.254953747061248,5.896972931017865
53185,,5.661622953617739
95743,,5.848865695380578
23637,5.69616129032256,5.737877728788083
17600,5.9360851386257245,5.80485901452858
10897,6.168557054670533,5.75419793940594
349394,6.297222222222221,5.712745098039295
21352,,5.778579238153648
68806,,5.798770889779415
37345,,5.90193954177968
32562,6.29230458243545,5.997002278012844
47507,5.975352112676055,5.7933717120843315
25403,5.7851716961498445,5.80485901452858
124304,6.006724372644492,5.848865695380578
9066,5.877875225928983,5.712745098039295
771,6.189700891110552,5.730917679237264
251,6.3821746601351865,5.785164977694597
812,6.0852116642372245,5.834989822552957
280,6.203536665058037,5.521166575796884
581,6.465,5.5717892777242115
80350,5.908606451322555,5.703501611146905
268,6.3555197059405675,5.68519645210271
274,6.0829414206815615,5.798770889779413
408,6.372869586855163,5.935586951509104
10020,6.319261582475308,5.896577936928194
10895,6.273988036897931,6.013782118595584
114,6.391937679425575,5.756751778891293
41043,6.280455091798132,5.796304882131101
576,6.130058584761792,5.409197451077386
15477,5.854144067253005,5.749669869160188
59146,6.057450980392156,5.820247250099343
124472,5.69616129032256,
30528,,5.756751778891293
7300,6.509444444444445,5.756751778891293
10824,5.683473274277464,5.226656785941119
261246,6.292461505264584,5.848865695380578
275,6.190775669436096,5.798770889779413
25059,,5.762120703125059
11827,6.315451810263566,5.814220900861871
8766,5.541150488400489,5.399653408820832
23570,5.922050133789208,5.756751778891293
47333,6.067105263157894,5.848865695380578
54850,6.162657758802441,5.781956603797849
51242,6.4736313204186935,5.737877728788083
10112,6.125458199464733,5.857495964559577
4307,6.3389875684999355,5.848865695380578
46029,,5.756751778891293
32308,5.588790884936137,5.730917679237264
88893,6.482398873527905,5.8030577122706495
52873,5.973086197174737,5.896972931017865
123505,,
340210,5.7272727272727275,5.703501611146905
44281,6.400000000000001,5.80485901452858
28121,5.600073702465004,5.753210824025741
12520,6.094254695112348,5.777264441844384
1592,6.463710166081619,5.805718483540089
166901,,
36447,6.0949276612746885,5.848865695380578
19042,6.055092592592593,5.85943876745569
38884,6.3487645042678205,5.9790858869234595
47449,5.824794117647058,5.712745098039295
36259,5.459756097560977,5.626084900913061
41852,6.152874396135265,5.80485901452858
40926,,5.759654273285719
9099,6.184526678141135,5.730917679237264
2021,6.04987064628042,5.803492162933484
61752,5.625796317064581,5.712745098039295
10988,6.218400459282812,5.643131649333667
11479,5.921422781581972,5.762120703125059
398959,,5.848865695380578
287305,,5.712745098039295
339428,5.727489439760353,5.712745098039295
12652,6.555833333333334,5.848865695380578
10684,6.321300647451963,5.848250773771696
954,6.136171622342164,5.634402141810231
68445,6.3138211382113845,5.80485901452858
18989,5.883896208461426,5.848865695380578
10801,6.228915778316435,5.712745098039295
54285,6.107991718426501,5.5585178887722675
8840,6.033838201249064,5.779196617336145
278978,,5.896972931017865
124625,,5.896972931017865
11107,6.165291535523127,5.651970692454285
16417,6.269737103174603,5.80485901452858
70934,,
10363,6.207099420655344,5.798770889779413
161070,6.109647762011225,5.803492162933484
10539,5.974840658127055,5.905746253399671
10543,6.108331012716977,5.773355668771576
18414,5.5760039900804035,5.712745098039295
47502,6.050671433829327,5.828907383941321
11902,6.532535352488942,5.885617104250131
27098,6.098755332874943,5.914954891484797
25087,5.5659501061571115,5.606765951211424
5801,6.603980022060505,5.896972931017865
896,6.674191071791743,5.896972931017865
3065,6.07650605994058,5.531356461503551
318177,,
2300,6.331734395825653,5.883295776716894
8069,5.79139097744361,5.349967824967806
288173,6.071664597464709,5.703501611146905
187851,,5.42978990298274
27768,5.7851716961498445,5.759654273285719
221917,7.235185185185186,5.848865695380578
8072,6.693703059925336,5.691167340269263
35797,6.997368421052634,5.896972931017865
88030,,5.792768021161557
185191,,
83857,6.198918918918919,5.581988444170851
33245,6.225012204019365,5.896972931017865
124460,,5.848865695380578
27281,,5.685676542087911
105045,5.780201911589003,5.848865695380578
105045,5.780201911589003,5.848865695380578
105045,5.780201911589003,5.848865695380578
105045,5.780201911589003,5.848865695380578
105045,5.780201911589003,5.848865695380578
105045,5.780201911589003,5.848865695380578
105045,5.780201911589003,5.848865695380578
105045,5.780201911589003,5.848865695380578
40001,5.9064484126984125,5.803492162933484
29621,6.064131810107794,5.5632935625996245
117730,,5.829991645277369
20762,,5.606765951211424
37144,5.8637027448406185,5.775300334380829
12656,5.990466747446495,5.705812482870002
38867,6.0134939181110125,5.848865695380578
277270,,
25969,6.4671249999999985,5.789891687308921
44103,6.875,6.034225902128657
753,6.153365550079565,5.896972931017865
43634,6.116630258706181,5.841430885194423
9103,6.213877578291017,5.64043540493856
90214,,5.756751778891293
29649,6.059958322248828,5.896972931017865
10990,6.042687544030171,5.781956603797849
8866,6.427960689656186,5.756751778891293
12233,6.2692831541218625,5.9134364450768215
23449,5.9699852327698295,5.712745098039295
36355,5.8486532428505384,5.719382391721538
37667,,5.786657067784211
90148,5.790230798771116,5.896972931017865
922,6.370821473038272,5.601629975833646
11876,6.328950967637015,5.858634799365559
52633,5.833547473037019,5.788391113551316
62364,,5.737877728788083
11687,6.263563144963145,5.613969846781082
9304,5.855927272727273,5.613969846781082
73183,,5.82252568278624
131232,,5.829991645277369
9100,6.100042727752637,5.6312904874621745
20759,5.571069433359937,5.80485901452858
46063,,5.759654273285719
365371,,
32513,,5.803492162933484
40651,,6.087723453886901
36915,5.931535821014211,5.781956603797849
40507,5.630772548153543,5.746877239051879
9802,6.231706349206349,5.634402141810231
25697,6.226757369614513,5.712745098039295
21588,5.85877768151627,5.653892858083606
664,6.0283864708276464,5.725947913631662
11867,4.303333333333334,5.470582055918541
47119,,5.896972931017865
314352,,5.712745098039295
9323,6.302433156860617,5.73987936286434
10280,5.5599404761904765,5.424496200747345
10535,5.49243164135418,5.651970692454285
124613,,5.80485901452858
532,6.418846687291439,5.9134364450768215
26744,6.231612903225804,5.788391113551316
16299,6.184330921323638,5.730917679237264
10547,6.186578572287953,5.597515248053192
245268,5.076923076923076,5.972053107355549
935,6.693626954596208,5.88561710425013
55613,6.092585848074924,5.653892858083606
215107,,
41007,6.344082765665501,5.803492162933484
35645,6.138031189639039,5.896972931017865
110465,6.192105263157895,5.719382391721538
255546,7.332053763440854,5.82252568278624
40751,,5.74408460894357
275096,,
85778,5.69616129032256,5.82252568278624
11101,6.5344754653130295,6.038528362650182
9826,5.786914614148888,5.64043540493856
9879,5.894420324253167,5.798770889779415
63564,,5.80485901452858
22621,6.070330185640565,5.848865695380578
7095,6.420196078431373,5.653228618008321
26890,5.740666493236202,5.896972931017865
46732,6.190394397960365,5.786269429830797
124633,5.9990426587301595,5.896972931017865
202425,6.25,5.838064415056828
196940,,
77771,5.637619047619049,5.848865695380578
181083,4.945,5.896972931017865
41225,6.109222513726909,5.650063660593699
188589,,
87190,,5.690942197952675
627,6.384260137589745,5.886988526892335
32872,5.940716796114681,5.756751778891293
602,5.842226924806556,5.5436128782816425
14553,,5.848865695380578
9566,5.801797020484172,5.781956603797849
10545,6.265445016082468,5.974845722736345
9894,5.7699765851365274,5.74401788153691
11543,6.423705950164051,5.712745098039295
9268,5.98647441974489,5.734266524565706
9327,5.8472222222222205,5.660667000021634
123763,5.69616129032256,5.829991645277369
81949,,5.914954891484796
42005,,
124306,,
183955,,
44535,,5.80485901452858
78285,5.012333333333333,5.712745098039295
11228,5.9493978424032505,5.634402141810231
10779,5.8456957799145295,5.469700941990206
26748,6.00685612659698,5.841430885194423
