id,directorTot_AveRating,directorTot_RankedAveRating,screenwriterTot_AveRating,screenwriterTot_RankedAveRating,editorTot_AveRating,editorTot_RankedAveRating
315946,,,,,,
194079,,,,,,
426903,6.2,6.2,,,,
159897,,,,,,
96882,4.1,4.1,,,,
16464,4.25,7.088679245283019,,,,
33316,,,,,,
386743,,,,,,
33315,,,,,,
33317,9.0,14.177358490566037,,,,
32571,7.8,14.177358490566037,,,,
336380,,,,,,
33229,8.066666666666666,24.2,,,,
416258,,,,,,
33318,8.45,31.34,,,,
104852,4.08,15.699378881987577,,,,
312452,6.5,6.5,,,,
105153,4.033333333333333,20.829064039408866,,,,
105157,3.742857142857143,20.829064039408866,,,,
88013,,,,,,
16624,3.5625,25.035706340378198,,,,
152218,7.891111111111111,46.70932277924363,,,,
154339,5.25,8.732424677187948,,,,
189054,3.9199999999999995,26.974934036939317,,,,
105158,4.154545454545454,27.105764192139738,,,,
16612,8.416666666666666,48.40471464019852,,,,
194089,4.253846153846154,29.67421383647799,,,,
186019,4.378571428571428,29.72386185243328,,,,
159898,8.727619047619047,52.34688672168042,,,,
104396,4.53125,32.71138506163888,,,,
127224,9.221323529411764,55.245007132667624,,,,
155107,4.638888888888889,33.474037089871615,,,,
159910,9.128070175438594,55.8632956152758,,,,
144393,8.969999999999999,57.34795281054822,,,,
144410,9.223809523809521,65.91777638190955,,,,
774,,,,,,
34372,,,,,,
144421,,,,,,
122134,6.2,6.2,,,,
82120,5.800000000000001,6.2,,,,
127762,6.2,6.261691542288557,,,,
104462,,,,,,
104466,6.2,6.261691542288557,,,,
104460,5.85,6.261691542288557,,,,
178755,,,,,,
104469,5.466666666666666,6.261691542288557,,,,
190553,,,,,,
160,5.9750000000000005,8.418340611353711,,,,
129865,6.160000000000001,11.817037037037037,,,,
94570,4.6916666666666655,30.875893769152196,,,,
163053,,,,,,
189807,4.4,4.4,,,,
190582,4.2,8.025,,,,
133063,5.8,23.2,,,,
126413,4.672727272727273,58.619946212460775,,,,
104471,5.9799999999999995,23.346448087431693,,,,
104474,5.916666666666667,23.346448087431693,,,,
104476,5.785714285714286,23.346448087431693,,,,
104477,5.8375,23.346448087431693,,,,
189820,9.515384615384615,48.13565621370499,,,,
147397,4.85,15.484507042253522,,,,
212362,,,,,,
104702,5.722222222222222,37.40396716826265,,,,
104700,5.68,37.40396716826265,,,,
104697,5.745454545454545,37.40396716826265,,,,
104696,5.7749999999999995,37.40396716826265,,,,
49296,5.792307692307692,37.40396716826265,,,,
104694,5.864285714285714,37.40396716826265,,,,
104480,5.766666666666667,37.40396716826265,,,,
159900,4.88,19.963084112149534,,,,
127391,6.1000000000000005,29.451068376068378,,,,
96186,5.75625,37.40396716826265,,,,
195186,,,,,,
105168,5.0,5.0,,,,
159907,4.733333333333333,23.24142857142857,,,,
49295,5.794117647058823,57.7507299270073,,,,
193793,,,,,,
104704,5.838888888888889,57.7507299270073,,,,
195311,5.847368421052631,63.75522267206478,,,,
114108,5.83,68.92775748721694,,,,
195535,4.7,27.06148531951641,,,,
49280,5.814285714285714,72.27604380561259,,,,
195557,4.8,27.06148531951641,,,,
106807,5.845454545454545,72.27604380561259,,,,
195612,4.988888888888889,27.36434634974533,,,,
193411,,,,,,
195592,4.49,28.98551617873652,,,,
179235,5.5,10.222914072229141,,,,
195562,4.081818181818182,30.03884892086331,,,,
195645,,,,,,
195561,3.9916666666666667,30.03884892086331,,,,
195653,4.169230769230769,30.03884892086331,,,,
195542,,,,,,
179236,5.666666666666667,10.919553072625698,,,,
49279,5.873913043478261,84.83395399780945,,,,
179549,,,,,,
49275,5.945833333333333,84.83395399780945,,,,
231763,,,,,,
195732,,,,,,
144139,4.5,4.5,,,,
447169,,,,,,
96035,4.7,4.7,,,,
195713,,,,,,
190605,5.1,5.459313725490196,,,,
144436,12.433333333333334,15.070108043217285,,,,
775,5.9639999999999995,100.88726376335246,,,5.6,5.6
147746,6.038461538461538,103.56557120500784,,,,
119984,,,,,,
195954,6.014814814814815,103.56557120500784,,,,
127098,5.935714285714286,103.56557120500784,,,,
127097,5.896551724137932,103.56557120500784,,,,
144464,6.525,12.687102983638114,,,,
44341,15.815714285714286,62.825364279934945,,,,
163111,,,,,,
96701,5.876666666666668,107.90073583517291,,,,
44449,5.887096774193549,109.59068680330816,,,,
49273,5.903125000000001,109.61919482386772,,,,
32673,5.912121212121213,110.10800571837025,,,,
127094,5.91764705882353,111.58136427566807,,,,
41278,,,,,,
16465,5.8742857142857146,111.61441124780316,,,,
190683,5.8916666666666675,112.35069783670619,,,,
5698,5.783333333333334,17.865859030837004,,,,
143801,5.875,18.007560975609756,,,,
44328,5.862162162162163,114.31927422115712,,,,
122036,5.826315789473685,114.31927422115712,,,,
44324,5.805128205128206,116.72234505862647,,,,
196044,,,,,,
232137,,,,,,
2963,5.8100000000000005,124.32557120500783,7.9,7.9,,
139589,5.300000000000001,9.363111760409058,,,,
312433,,,,,,
44342,5.841463414634147,127.54919379373284,,,,
44333,5.8690476190476195,127.54919379373284,,,,
144444,,,,,,
94643,6.1,6.1,,,,
137757,5.874418604651163,140.047426067908,,,,
49277,5.8909090909090915,140.047426067908,,,,
191595,5.6,5.6,,,,
94702,5.971428571428572,26.832920110192838,,,,
134750,,,,,,
132379,,,,,,
20105,,,,,,
150396,,,,,,
148511,12.875,36.80105923891722,,,,
196491,6.5,6.5,,,,
114145,5.860000000000001,156.10428877769834,,,,
196508,5.5,7.867647058823529,,,,
214472,,,,,,
142026,,,,,,
138730,5.333333333333333,11.454794520547944,,,,
232943,5.625,11.454794520547944,,,,
85220,5.6,5.6,,,,
214280,5.8,16.191999999999997,,,,
85221,,,,,,
143634,5.75,20.816890881913302,,,,
194040,5.785714285714286,22.486320109439127,,,,
130015,5.895652173913044,169.4610151642797,,,,
49271,5.9042553191489375,169.4610151642797,,,,
118943,,,,,,
144454,,,,,,
127105,6.1,6.1,,,,
36874,5.8,7.0390243902439025,,,,
20650,5.633333333333333,9.549090909090909,,,,
194039,6.8,6.8,,,,
113194,,,,,,
2929,,,,,,
53759,,,,,,
189584,5.1499999999999995,15.371612903225806,,,,
189586,5.319999999999999,16.24047619047619,,,,
77133,,,,,,
193977,,,,,,
326228,5.9,9.170242214532871,,,,
130450,5.316666666666666,21.8715374841169,,,,
100247,6.0,9.666047020229634,,,,
70512,,,,,,
193959,,,,,,
190883,5.485714285714286,25.758697764820216,,,,
282308,,,,,,
46744,,,,,,
114146,5.920833333333334,190.96352900907064,7.5,13.4150484012907,,
192301,5.55,27.196502242152462,,,,
193827,5.488888888888889,29.057436318816762,,,,
46758,,,,,,
205504,,,,,,
90056,,,,,,
105352,,,,,,
42553,5.4399999999999995,31.969527272727273,,,,
71266,,,,,,
191068,5.5,32.4589706933524,,,,
128671,5.541666666666667,32.7245390070922,,,,
193899,5.538461538461538,33.028571428571425,,,,
116857,5.5,33.51816283924845,,,,
125673,5.553333333333333,33.51816283924845,,,,
127017,,,,,,
375298,6.1,6.1,,,,
56508,,,,,,
191427,5.58125,38.1132183908046,,,,
133123,,,,,,
28627,,,,,,
56511,6.7,6.7,,,,
147622,5.0,5.0,,,,
96128,,,,,,
159878,,,,,,
56516,6.550000000000001,9.127586206896552,,,,
53368,,,,,,
161710,,,,,,
98078,5.5058823529411764,47.08377944325482,,,,
56512,6.5,12.663636363636364,,,,
147621,,,,,,
36821,,,,,,
53374,,,,,,
56515,6.425,14.66923076923077,,,,
5153,,,,,,
53385,,,,,,
53387,,,,,,
22892,5.5,5.5,,,,
28196,5.494444444444444,50.86392059553349,,,,
53392,5.7,9.843055555555555,,,,
100246,6.1,6.1,,,,
53397,5.666666666666667,13.319285714285712,,,,
22943,5.5,5.5,,,,
199989,,,,,,
92349,,,,,,
134144,,,,,,
132397,6.0,6.0,,,,
133213,,,,,,
38730,,,,,,
87300,,,,,,
151085,,,,,,
618,5.5473684210526315,55.5631746031746,,,,
53403,5.55,17.019583333333333,,,,
43678,5.54,17.990530303030305,,,,
174187,,,,,,
53405,5.666666666666667,18.404059040590408,,,,
227077,,,,,,
50775,5.628571428571428,19.435438596491228,,,,
30982,5.6125,20.381756756756754,,,,
415021,6.0,6.0,,,,
53406,5.711111111111111,22.06645367412141,,,,
53407,,,,,,
282009,6.4,9.785817060637203,,,,
53410,5.68,30.603373493975905,,,,
86081,,,,,,
53411,5.745454545454545,34.47898089171975,,,,
139238,7.2,7.2,,,,
109632,6.0,7.846153846153847,,,6.0,6.0
118580,,,,,,
29082,6.220000000000001,24.58496732026144,,,,
208517,6.0,6.0,,,,
53412,5.716666666666666,37.57490347490347,,,6.3,6.3
225038,6.2,8.91304347826087,,,,
70368,6.1000000000000005,8.520089955022488,,,6.15,7.1527659574468085
141868,7.0,7.0,,,,
172443,,,,,,
84772,,,,,,
112485,,,,,,
174588,,,,,,
148357,6.0,6.0,,,,
174552,5.8,10.42078212290503,,,,
53416,5.753846153846154,47.055251798561144,,,,
53414,5.792857142857143,47.63309759547383,,,,
120664,9.75,12.246138996138995,,,,
174594,,,,,,
52035,4.0,4.0,,,,
53417,5.813333333333333,48.50871369294605,,,6.25,9.069063180827886
342831,,,,,,
13707,5.8374999999999995,50.182423435419445,,,,
200324,,,,,,
53418,5.864705882352941,51.962259306803595,,,6.233333333333333,10.11631067961165
118576,,,,,,
126925,13.0,13.0,,,,
2079,5.888888888888888,53.8371747211896,,,6.25,10.88379373848987
3059,5.59,67.17884130982368,,,19.200000000000003,19.200000000000003
174593,6.3,6.3,,,,
2078,5.899999999999999,55.79089820359281,6.1,6.1,6.220000000000001,11.875131348511383
174565,,,,,,
151086,5.0,5.0,,,,
53419,5.924999999999999,58.794070695553025,,,6.25,13.630831973898859
2077,5.966666666666666,60.349331848552346,6.25,10.53076923076923,6.328571428571428,14.646687697160882
56801,6.316666666666666,28.618906605922554,,,,
172445,,,,,,
134155,,,,,,
174598,6.4,6.4,,,,
30266,,,,,,
400749,,,,,,
95242,5.6,13.060801393728223,,,,
47650,5.99090909090909,64.04635691657866,6.333333333333333,13.495,6.35,17.24040995607613
108017,4.266666666666667,10.9272030651341,,,,
95866,,,,,,
53420,6.034782608695651,70.1368574199806,6.5,18.184375,,
47653,6.05,74.39478499542543,,,6.422222222222222,24.383594692400482
135275,5.25,8.943661971830986,,,,
51355,6.5,10.83453237410072,,,,
157903,,,,,,
206390,4.85,11.983342649524873,,,,
344339,,,,,,
227506,6.3,6.3,,,,
31819,6.108,82.54622950819672,12.8,12.8,6.529999999999999,29.81914225941422
38691,6.2,11.85375,,,5.6,5.6
48214,,,,,,
286437,,,,,,
70800,3.88,12.42764056752496,,,,
70753,,,,,,
136842,7.6,7.6,,,,
45838,6.2250000000000005,13.514181818181818,,,5.949999999999999,8.91578947368421
117024,5.775,16.629740518962077,,,,
71271,4.5,4.5,,,,
36208,6.142307692307692,92.17661406025825,,,6.572727272727272,36.360442477876106
174905,,,,,,
47190,3.15,6.3,,,,
174895,,,,,,
174925,5.82,17.03899613899614,,,5.7,15.016577540106953
54242,,,,,,
54242,15.0,30.033155080213906,,,,
53421,6.177777777777777,98.0458691341705,6.4799999999999995,27.889660056657224,,
53423,6.128571428571428,98.48081471747702,,,,
48263,9.5,9.5,,,,
174928,8.2,10.933766233766233,,,,
49837,,,,,,
70803,4.8500000000000005,18.72767017155506,,,,
70804,,,,,,
151831,,,,,,
70801,6.55,12.544210526315789,,,,
899,5.6761904761904765,80.75138297872341,,,6.9,11.068424437299036
174946,,,,,,
44441,,,,,,
36106,5.731818181818182,80.97938608097382,,,,
53424,6.148275862068965,111.58676551345413,,,,
48591,7.066666666666666,14.179573712255772,,,,
53516,,,,,,
143277,6.0,11.572635135135135,,,7.4,7.4
38531,6.180000000000001,19.224542124542126,,,,
28526,,,,,,
91893,,,,,,
175005,,,,,,
70806,,,,,,
28629,7.0,7.0,,,,
53761,5.1571428571428575,21.208254269449714,,,,
53425,6.156666666666666,118.26327345309384,,,,
174958,5.7,5.7,,,,
42362,6.3,6.3,,,,
175503,,,,,,
116991,4.5,16.467831371059628,,,,
51472,6.2,20.508503401360546,,,,
77621,,,,,,
35075,,,,,,
92332,6.1,8.150819672131147,,,,
133643,4.714285714285714,16.666341463414636,,,,
234,,,,,,
341962,,,,,,
3016,,,,,,
32683,,,,,,
53766,5.1375,22.773164335664337,,,6.3,6.3
53766,5.4,22.773164335664337,,,6.9,6.3
53519,6.699999999999999,10.050943396226415,,,,
27509,,,,,,
51392,,,,,,
23282,5.6,5.6,,,,
31509,5.786956521739131,86.63531493276714,,,13.8,25.04832841691249
114018,,,,,,
114018,4.0,86.63531493276714,,,,
111747,6.3,6.3,,,,
38705,14.5,13.758032786885245,,,,
2972,6.2,6.2,,,,
82576,6.7,6.7,,,,
71065,5.25,8.771186440677965,,,,
335450,,,,,,
175226,5.0,5.0,,,,
42657,,,,,,
51357,13.866666666666667,17.674294670846393,,,,
51358,14.116666666666665,17.674294670846393,,,,
